x_m,y_m,z_m,density_true_gcc,density_inverted_gcc,lithology
0.0,300.0,1250.0,0.0,0.026848439999999998,background
0.0,300.0,1350.0,0.0,0.004826519999999999,background
0.0,300.0,1450.0,0.0,0.00044279999999999987,background
0.0,400.0,50.0,0.0,1.4759999999999996e-05,background
0.0,400.0,150.0,0.0,0.00042804,background
0.0,400.0,250.0,0.0,0.005092199999999998,background
0.0,400.0,350.0,0.0,0.029357639999999987,background
0.0,400.0,450.0,0.18,0.08194751999999997,dyke_or_fault_zone
0.0,400.0,550.0,0.18,0.10621295999999995,dyke_or_fault_zone
0.0,400.0,650.0,0.18,0.11087711999999997,dyke_or_fault_zone
0.0,400.0,750.0,0.18,0.11129039999999996,dyke_or_fault_zone
0.0,400.0,850.0,0.18,0.11129039999999997,dyke_or_fault_zone
0.0,400.0,950.0,0.18,0.11087711999999997,dyke_or_fault_zone
0.0,400.0,1050.0,0.18,0.10621295999999995,dyke_or_fault_zone
0.0,400.0,1150.0,0.18,0.08194751999999995,dyke_or_fault_zone
0.0,400.0,1250.0,0.0,0.029357639999999994,background
0.0,400.0,1350.0,0.0,0.005092199999999998,background
0.0,400.0,1450.0,0.0,0.00044279999999999987,background
0.0,500.0,50.0,0.0,0.0,background
0.0,500.0,150.0,0.0,0.00011807999999999997,background
0.0,500.0,250.0,0.0,0.0021549599999999996,background
0.0,500.0,350.0,0.0,0.015025679999999996,background
0.0,500.0,450.0,0.0,0.04584455999999999,background
0.0,500.0,550.0,0.0,0.058715279999999974,background
0.0,500.0,650.0,0.0,0.060752159999999965,background
0.0,500.0,750.0,0.0,0.060870239999999964,background
0.0,500.0,850.0,0.0,0.060870239999999964,background
0.0,500.0,950.0,0.0,0.060752159999999965,background
0.0,500.0,1050.0,0.0,0.058715279999999974,background
0.0,500.0,1150.0,0.0,0.04584455999999998,background
0.0,500.0,1250.0,0.0,0.01502568,background
0.0,500.0,1350.0,0.0,0.0021549599999999996,background
0.0,500.0,1450.0,0.0,0.00011807999999999997,background
0.0,600.0,50.0,0.0,0.0,background
0.0,600.0,150.0,0.0,0.0,background
0.0,600.0,250.0,0.0,0.00026567999999999996,background
0.0,600.0,350.0,0.0,0.0032176799999999992,background
0.0,600.0,450.0,0.0,0.012339359999999997,background
0.0,600.0,550.0,0.0,0.015291359999999997,background
0.0,600.0,650.0,0.0,0.015557039999999996,background
0.0,600.0,750.0,0.0,0.015557039999999996,background
0.0,600.0,850.0,0.0,0.015557039999999996,background
0.0,600.0,950.0,0.0,0.015557039999999996,background
0.0,600.0,1050.0,0.0,0.015291359999999997,background
0.0,600.0,1150.0,0.0,0.012339359999999997,background
0.0,600.0,1250.0,0.0,0.0032176799999999992,background
0.0,600.0,1350.0,0.0,0.00026567999999999996,background
0.0,600.0,1450.0,0.0,0.0,background
0.0,700.0,50.0,0.0,0.0,background
0.0,700.0,150.0,0.0,0.0,background
0.0,700.0,250.0,0.0,0.0,background
0.0,700.0,350.0,0.0,0.00023615999999999993,background
0.0,700.0,450.0,0.0,0.0015497999999999996,background
0.0,700.0,550.0,0.0,0.0017859599999999994,background
0.0,700.0,650.0,0.0,0.0017859599999999994,background
0.0,700.0,750.0,0.0,0.0017859599999999994,background
0.0,700.0,850.0,0.0,0.0017859599999999994,background
0.0,700.0,950.0,0.0,0.0017859599999999994,background
0.0,700.0,1050.0,0.0,0.0017859599999999994,background
0.0,700.0,1150.0,0.0,0.0015497999999999996,background
0.0,700.0,1250.0,0.0,0.00023615999999999993,background
0.0,700.0,1350.0,0.0,0.0,background
0.0,700.0,1450.0,0.0,0.0,background
0.0,800.0,50.0,0.0,0.0,background
0.0,800.0,150.0,0.0,0.0,background
0.0,800.0,250.0,0.0,0.0,background
0.0,800.0,350.0,0.0,0.0,background
0.0,800.0,450.0,0.0,7.379999999999999e-05,background
0.0,800.0,550.0,0.0,7.379999999999999e-05,background
0.0,800.0,650.0,0.0,7.379999999999999e-05,background
0.0,800.0,750.0,0.0,7.379999999999999e-05,background
0.0,800.0,850.0,0.0,7.379999999999999e-05,background
0.0,800.0,950.0,0.0,7.379999999999999e-05,background
0.0,800.0,1050.0,0.0,7.379999999999999e-05,background
0.0,800.0,1150.0,0.0,7.379999999999999e-05,background
0.0,800.0,1250.0,0.0,0.0,background
0.0,800.0,1350.0,0.0,0.0,background
0.0,800.0,1450.0,0.0,0.0,background
0.0,900.0,50.0,0.0,0.0,background
0.0,900.0,150.0,0.0,0.0,background
0.0,900.0,250.0,0.0,0.0,background
0.0,900.0,350.0,0.0,0.0,background
0.0,900.0,450.0,0.0,0.0,background
0.0,900.0,550.0,0.0,0.0,background
0.0,900.0,650.0,0.0,0.0,background
0.0,900.0,750.0,0.0,0.0,background
0.0,900.0,850.0,0.0,0.0,background
0.0,900.0,950.0,0.0,0.0,background
0.0,900.0,1050.0,0.0,0.0,background
0.0,900.0,1150.0,0.0,0.0,background
0.0,900.0,1250.0,0.0,0.0,background
0.0,900.0,1350.0,0.0,0.0,background
0.0,900.0,1450.0,0.0,0.0,background
0.0,1000.0,50.0,0.0,0.0,background
0.0,1000.0,150.0,0.0,0.0,background
0.0,1000.0,250.0,0.0,0.0,background
0.0,1000.0,350.0,0.0,0.0,background
0.0,1000.0,450.0,0.0,0.0,background
0.0,1000.0,550.0,0.0,0.0,background
0.0,1000.0,650.0,0.0,0.0,background
0.0,1000.0,750.0,0.0,0.0,background
0.0,1000.0,850.0,0.0,0.0,background
0.0,1000.0,950.0,0.0,0.0,background
0.0,1000.0,1050.0,0.0,0.0,background
0.0,1000.0,1150.0,0.0,0.0,background
0.0,1000.0,1250.0,0.0,0.0,background
0.0,1000.0,1350.0,0.0,0.0,background
0.0,1000.0,1450.0,0.0,0.0,background
0.0,1100.0,50.0,0.0,0.0,background
0.0,1100.0,150.0,0.0,0.0,background
0.0,1100.0,250.0,0.0,0.0,background
0.0,1100.0,350.0,0.0,0.0,background
0.0,1100.0,450.0,0.0,0.0,background
0.0,1100.0,550.0,0.0,0.0,background
0.0,1100.0,650.0,0.0,0.0,background
0.0,1100.0,750.0,0.0,0.0,background
0.0,1100.0,850.0,0.0,0.0,background
0.0,1100.0,950.0,0.0,0.0,background
0.0,1100.0,1050.0,0.0,0.0,background
0.0,1100.0,1150.0,0.0,0.0,background
0.0,1100.0,1250.0,0.0,0.0,background
0.0,1100.0,1350.0,0.0,0.0,background
0.0,1100.0,1450.0,0.0,0.0,background
0.0,1200.0,50.0,0.0,0.0,background
0.0,1200.0,150.0,0.0,0.0,background
0.0,1200.0,250.0,0.0,0.0,background
0.0,1200.0,350.0,0.0,0.0,background
0.0,1200.0,450.0,0.0,0.0,background
0.0,1200.0,550.0,0.0,0.0,background
0.0,1200.0,650.0,0.0,0.0,background
0.0,1200.0,750.0,0.0,0.0,background
0.0,1200.0,850.0,0.0,0.0,background
0.0,1200.0,950.0,0.0,0.0,background
0.0,1200.0,1050.0,0.0,0.0,background
0.0,1200.0,1150.0,0.0,0.0,background
0.0,1200.0,1250.0,0.0,0.0,background
0.0,1200.0,1350.0,0.0,0.0,background
0.0,1200.0,1450.0,0.0,0.0,background
0.0,1300.0,50.0,0.0,0.0,background
0.0,1300.0,150.0,0.0,0.0,background
0.0,1300.0,250.0,0.0,0.0,background
0.0,1300.0,350.0,0.0,0.0,background
0.0,1300.0,450.0,0.0,0.0,background
0.0,1300.0,550.0,0.0,0.0,background
0.0,1300.0,650.0,0.0,0.0,background
0.0,1300.0,750.0,0.0,0.0,background
0.0,1300.0,850.0,0.0,0.0,background
0.0,1300.0,950.0,0.0,0.0,background
0.0,1300.0,1050.0,0.0,0.0,background
0.0,1300.0,1150.0,0.0,0.0,background
0.0,1300.0,1250.0,0.0,0.0,background
0.0,1300.0,1350.0,0.0,0.0,background
0.0,1300.0,1450.0,0.0,0.0,background
0.0,1400.0,50.0,0.0,0.0,background
0.0,1400.0,150.0,0.0,0.0,background
0.0,1400.0,250.0,0.0,0.0,background
0.0,1400.0,350.0,0.0,0.0,background
0.0,1400.0,450.0,0.0,0.0,background
0.0,1400.0,550.0,0.0,0.0,background
0.0,1400.0,650.0,0.0,0.0,background
0.0,1400.0,750.0,0.0,0.0,background
0.0,1400.0,850.0,0.0,0.0,background
0.0,1400.0,950.0,0.0,0.0,background
0.0,1400.0,1050.0,0.0,0.0,background
0.0,1400.0,1150.0,0.0,0.0,background
0.0,1400.0,1250.0,0.0,0.0,background
0.0,1400.0,1350.0,0.0,0.0,background
0.0,1400.0,1450.0,0.0,0.0,background
0.0,1500.0,50.0,0.0,0.0,background
0.0,1500.0,150.0,0.0,0.0,background
0.0,1500.0,250.0,0.0,0.0,background
0.0,1500.0,350.0,0.0,0.0,background
0.0,1500.0,450.0,0.0,0.0,background
0.0,1500.0,550.0,0.0,0.0,background
0.0,1500.0,650.0,0.0,0.0,background
0.0,1500.0,750.0,0.0,0.0,background
0.0,1500.0,850.0,0.0,0.0,background
0.0,1500.0,950.0,0.0,0.0,background
0.0,1500.0,1050.0,0.0,0.0,background
0.0,1500.0,1150.0,0.0,0.0,background
0.0,1500.0,1250.0,0.0,0.0,background
0.0,1500.0,1350.0,0.0,0.0,background
0.0,1500.0,1450.0,0.0,0.0,background
0.0,1600.0,50.0,0.0,0.0,background
0.0,1600.0,150.0,0.0,0.0,background
0.0,1600.0,250.0,0.0,0.0,background
0.0,1600.0,350.0,0.0,0.0,background
0.0,1600.0,450.0,0.0,0.0,background
0.0,1600.0,550.0,0.0,0.0,background
0.0,1600.0,650.0,0.0,0.0,background
0.0,1600.0,750.0,0.0,0.0,background
0.0,1600.0,850.0,0.0,0.0,background
0.0,1600.0,950.0,0.0,0.0,background
0.0,1600.0,1050.0,0.0,0.0,background
0.0,1600.0,1150.0,0.0,0.0,background
0.0,1600.0,1250.0,0.0,0.0,background
0.0,1600.0,1350.0,0.0,0.0,background
0.0,1600.0,1450.0,0.0,0.0,background
0.0,1700.0,50.0,0.0,0.0,background
0.0,1700.0,150.0,0.0,0.0,background
0.0,1700.0,250.0,0.0,0.0,background
0.0,1700.0,350.0,0.0,0.0,background
0.0,1700.0,450.0,0.0,0.0,background
0.0,1700.0,550.0,0.0,0.0,background
0.0,1700.0,650.0,0.0,0.0,background
0.0,1700.0,750.0,0.0,0.0,background
0.0,1700.0,850.0,0.0,0.0,background
0.0,1700.0,950.0,0.0,0.0,background
0.0,1700.0,1050.0,0.0,0.0,background
0.0,1700.0,1150.0,0.0,0.0,background
0.0,1700.0,1250.0,0.0,0.0,background
0.0,1700.0,1350.0,0.0,0.0,background
0.0,1700.0,1450.0,0.0,0.0,background
0.0,1800.0,50.0,0.0,0.0,background
0.0,1800.0,150.0,0.0,0.0,background
0.0,1800.0,250.0,0.0,0.0,background
0.0,1800.0,350.0,0.0,0.0,background
0.0,1800.0,450.0,0.0,0.0,background
0.0,1800.0,550.0,0.0,0.0,background
0.0,1800.0,650.0,0.0,0.0,background
0.0,1800.0,750.0,0.0,0.0,background
0.0,1800.0,850.0,0.0,0.0,background
0.0,1800.0,950.0,0.0,0.0,background
0.0,1800.0,1050.0,0.0,0.0,background
0.0,1800.0,1150.0,0.0,0.0,background
0.0,1800.0,1250.0,0.0,0.0,background
0.0,1800.0,1350.0,0.0,0.0,background
0.0,1800.0,1450.0,0.0,0.0,background
0.0,1900.0,50.0,0.0,0.0,background
0.0,1900.0,150.0,0.0,0.0,background
0.0,1900.0,250.0,0.0,0.0,background
0.0,1900.0,350.0,0.0,0.0,background
0.0,1900.0,450.0,0.0,0.0,background
0.0,1900.0,550.0,0.0,0.0,background
0.0,1900.0,650.0,0.0,0.0,background
0.0,1900.0,750.0,0.0,0.0,background
0.0,1900.0,850.0,0.0,0.0,background
0.0,1900.0,950.0,0.0,0.0,background
0.0,1900.0,1050.0,0.0,0.0,background
0.0,1900.0,1150.0,0.0,0.0,background
0.0,1900.0,1250.0,0.0,0.0,background
0.0,1900.0,1350.0,0.0,0.0,background
0.0,1900.0,1450.0,0.0,0.0,background
0.0,2000.0,50.0,0.0,0.0,background
0.0,2000.0,150.0,0.0,0.0,background
0.0,2000.0,250.0,0.0,0.0,background
0.0,2000.0,350.0,0.0,0.0,background
0.0,2000.0,450.0,0.0,0.0,background
0.0,2000.0,550.0,0.0,0.0,background
0.0,2000.0,650.0,0.0,0.0,background
0.0,2000.0,750.0,0.0,0.0,background
0.0,2000.0,850.0,0.0,0.0,background
0.0,2000.0,950.0,0.0,0.0,background
0.0,2000.0,1050.0,0.0,0.0,background
0.0,2000.0,1150.0,0.0,0.0,background
0.0,2000.0,1250.0,0.0,0.0,background
0.0,2000.0,1350.0,0.0,0.0,background
0.0,2000.0,1450.0,0.0,0.0,background
0.0,2100.0,50.0,0.0,0.0,background
0.0,2100.0,150.0,0.0,0.0,background
0.0,2100.0,250.0,0.0,0.0,background
0.0,2100.0,350.0,0.0,0.0,background
0.0,2100.0,450.0,0.0,0.0,background
0.0,2100.0,550.0,0.0,0.0,background
0.0,2100.0,650.0,0.0,0.0,background
0.0,2100.0,750.0,0.0,0.0,background
0.0,2100.0,850.0,0.0,0.0,background
0.0,2100.0,950.0,0.0,0.0,background
0.0,2100.0,1050.0,0.0,0.0,background
0.0,2100.0,1150.0,0.0,0.0,background
0.0,2100.0,1250.0,0.0,0.0,background
0.0,2100.0,1350.0,0.0,0.0,background
0.0,2100.0,1450.0,0.0,0.0,background
0.0,2200.0,50.0,0.0,0.0,background
0.0,2200.0,150.0,0.0,0.0,background
0.0,2200.0,250.0,0.0,0.0,background
0.0,2200.0,350.0,0.0,0.0,background
0.0,2200.0,450.0,0.0,0.0,background
0.0,2200.0,550.0,0.0,0.0,background
0.0,2200.0,650.0,0.0,0.0,background
0.0,2200.0,750.0,0.0,0.0,background
0.0,2200.0,850.0,0.0,0.0,background
0.0,2200.0,950.0,0.0,0.0,background
0.0,2200.0,1050.0,0.0,0.0,background
0.0,2200.0,1150.0,0.0,0.0,background
0.0,2200.0,1250.0,0.0,0.0,background
0.0,2200.0,1350.0,0.0,0.0,background
0.0,2200.0,1450.0,0.0,0.0,background
0.0,2300.0,50.0,0.0,0.0,background
0.0,2300.0,150.0,0.0,0.0,background
0.0,2300.0,250.0,0.0,0.0,background
0.0,2300.0,350.0,0.0,0.0,background
0.0,2300.0,450.0,0.0,0.0,background
0.0,2300.0,550.0,0.0,0.0,background
0.0,2300.0,650.0,0.0,0.0,background
0.0,2300.0,750.0,0.0,0.0,background
0.0,2300.0,850.0,0.0,0.0,background
0.0,2300.0,950.0,0.0,0.0,background
0.0,2300.0,1050.0,0.0,0.0,background
0.0,2300.0,1150.0,0.0,0.0,background
0.0,2300.0,1250.0,0.0,0.0,background
0.0,2300.0,1350.0,0.0,0.0,background
0.0,2300.0,1450.0,0.0,0.0,background
0.0,2400.0,50.0,0.0,0.0,background
0.0,2400.0,150.0,0.0,0.0,background
0.0,2400.0,250.0,0.0,0.0,background
0.0,2400.0,350.0,0.0,0.0,background
0.0,2400.0,450.0,0.0,0.0,background
0.0,2400.0,550.0,0.0,0.0,background
0.0,2400.0,650.0,0.0,0.0,background
0.0,2400.0,750.0,0.0,0.0,background
0.0,2400.0,850.0,0.0,0.0,background
0.0,2400.0,950.0,0.0,0.0,background
0.0,2400.0,1050.0,0.0,0.0,background
0.0,2400.0,1150.0,0.0,0.0,background
0.0,2400.0,1250.0,0.0,0.0,background
0.0,2400.0,1350.0,0.0,0.0,background
0.0,2400.0,1450.0,0.0,0.0,background
0.0,2500.0,50.0,0.0,0.0,background
0.0,2500.0,150.0,0.0,0.0,background
0.0,2500.0,250.0,0.0,0.0,background
0.0,2500.0,350.0,0.0,0.0,background
0.0,2500.0,450.0,0.0,0.0,background
0.0,2500.0,550.0,0.0,0.0,background
0.0,2500.0,650.0,0.0,0.0,background
0.0,2500.0,750.0,0.0,0.0,background
0.0,2500.0,850.0,0.0,0.0,background
0.0,2500.0,950.0,0.0,0.0,background
0.0,2500.0,1050.0,0.0,0.0,background
0.0,2500.0,1150.0,0.0,0.0,background
0.0,2500.0,1250.0,0.0,0.0,background
0.0,2500.0,1350.0,0.0,0.0,background
0.0,2500.0,1450.0,0.0,0.0,background
0.0,2600.0,50.0,0.0,0.0,background
0.0,2600.0,150.0,0.0,0.0,background
0.0,2600.0,250.0,0.0,0.0,background
0.0,2600.0,350.0,0.0,0.0,background
0.0,2600.0,450.0,0.0,0.0,background
0.0,2600.0,550.0,0.0,0.0,background
0.0,2600.0,650.0,0.0,0.0,background
0.0,2600.0,750.0,0.0,0.0,background
0.0,2600.0,850.0,0.0,0.0,background
0.0,2600.0,950.0,0.0,0.0,background
0.0,2600.0,1050.0,0.0,0.0,background
0.0,2600.0,1150.0,0.0,0.0,background
0.0,2600.0,1250.0,0.0,0.0,background
0.0,2600.0,1350.0,0.0,0.0,background
0.0,2600.0,1450.0,0.0,0.0,background
0.0,2700.0,50.0,0.0,0.0,background
0.0,2700.0,150.0,0.0,0.0,background
0.0,2700.0,250.0,0.0,0.0,background
0.0,2700.0,350.0,0.0,0.0,background
0.0,2700.0,450.0,0.0,0.0,background
0.0,2700.0,550.0,0.0,0.0,background
0.0,2700.0,650.0,0.0,0.0,background
0.0,2700.0,750.0,0.0,0.0,background
0.0,2700.0,850.0,0.0,0.0,background
0.0,2700.0,950.0,0.0,0.0,background
0.0,2700.0,1050.0,0.0,0.0,background
0.0,2700.0,1150.0,0.0,0.0,background
0.0,2700.0,1250.0,0.0,0.0,background
0.0,2700.0,1350.0,0.0,0.0,background
0.0,2700.0,1450.0,0.0,0.0,background
0.0,2800.0,50.0,0.0,0.0,background
0.0,2800.0,150.0,0.0,0.0,background
0.0,2800.0,250.0,0.0,0.0,background
0.0,2800.0,350.0,0.0,0.0,background
0.0,2800.0,450.0,0.0,0.0,background
0.0,2800.0,550.0,0.0,0.0,background
0.0,2800.0,650.0,0.0,0.0,background
0.0,2800.0,750.0,0.0,0.0,background
0.0,2800.0,850.0,0.0,0.0,background
0.0,2800.0,950.0,0.0,0.0,background
0.0,2800.0,1050.0,0.0,0.0,background
0.0,2800.0,1150.0,0.0,0.0,background
0.0,2800.0,1250.0,0.0,0.0,background
0.0,2800.0,1350.0,0.0,0.0,background
0.0,2800.0,1450.0,0.0,0.0,background
0.0,2900.0,50.0,0.0,0.0,background
0.0,2900.0,150.0,0.0,0.0,background
0.0,2900.0,250.0,0.0,0.0,background
0.0,2900.0,350.0,0.0,0.0,background
0.0,2900.0,450.0,0.0,0.0,background
0.0,2900.0,550.0,0.0,0.0,background
0.0,2900.0,650.0,0.0,0.0,background
0.0,2900.0,750.0,0.0,0.0,background
0.0,2900.0,850.0,0.0,0.0,background
0.0,2900.0,950.0,0.0,0.0,background
0.0,2900.0,1050.0,0.0,0.0,background
0.0,2900.0,1150.0,0.0,0.0,background
0.0,2900.0,1250.0,0.0,0.0,background
0.0,2900.0,1350.0,0.0,0.0,background
0.0,2900.0,1450.0,0.0,0.0,background
100.0,0.0,50.0,0.0,0.0018910357736708957,background
100.0,0.0,150.0,0.0,0.002516424369833147,background
100.0,0.0,250.0,0.0,0.0032147093596628182,background
100.0,0.0,350.0,0.0,0.004001553976392652,background
100.0,0.0,450.0,0.0,0.00502547491186397,background
100.0,0.0,550.0,0.0,0.005689151436992356,background
100.0,0.0,650.0,0.0,0.0061353911076369675,background
100.0,0.0,750.0,0.0,0.006372548793938509,background
100.0,0.0,850.0,0.0,0.006372548793938509,background
100.0,0.0,950.0,0.0,0.0061353911076369675,background
100.0,0.0,1050.0,0.0,0.005689151436992356,background
100.0,0.0,1150.0,0.0,0.00502547491186397,background
100.0,0.0,1250.0,0.0,0.004001553976392652,background
100.0,0.0,1350.0,0.0,0.0032147093596628182,background
100.0,0.0,1450.0,0.0,0.002516424369833147,background
100.0,100.0,50.0,0.0,0.0018717722847583767,background
100.0,100.0,150.0,0.0,0.0024907902101718657,background
100.0,100.0,250.0,0.0,0.0032705219526761044,background
100.0,100.0,350.0,0.0,0.00493555261332956,background
100.0,100.0,450.0,0.0,0.008623910970975746,background
100.0,100.0,550.0,0.0,0.010167028221298188,background
100.0,100.0,650.0,0.0,0.010697282164639554,background
100.0,100.0,750.0,0.0,0.010932023987357658,background
100.0,100.0,850.0,0.0,0.010932023987357658,background
100.0,100.0,950.0,0.0,0.010697282164639554,background
100.0,100.0,1050.0,0.0,0.010167028221298188,background
100.0,100.0,1150.0,0.0,0.008623910970975746,background
100.0,100.0,1250.0,0.0,0.00493555261332956,background
100.0,100.0,1350.0,0.0,0.0032705219526761044,background
100.0,100.0,1450.0,0.0,0.0024907902101718657,background
100.0,200.0,50.0,0.0,0.0018143742823097018,background
100.0,200.0,150.0,0.0,0.002473449988204301,background
100.0,200.0,250.0,0.0,0.004117586910328007,background
100.0,200.0,350.0,0.0,0.011074126750831546,background
100.0,200.0,450.0,0.0,0.027095382486692847,background
100.0,200.0,550.0,0.0,0.03393374739845402,background
100.0,200.0,650.0,0.0,0.03533605677216589,background
100.0,200.0,750.0,0.0,0.035622640223679926,background
100.0,200.0,850.0,0.0,0.035622640223679926,background
100.0,200.0,950.0,0.0,0.03533605677216589,background
100.0,200.0,1050.0,0.0,0.03393374739845402,background
100.0,200.0,1150.0,0.0,0.027095382486692847,background
100.0,200.0,1250.0,0.0,0.01107412675083155,background
100.0,200.0,1350.0,0.0,0.004117586910328007,background
100.0,200.0,1450.0,0.0,0.002473449988204301,background
100.0,300.0,50.0,0.0,0.0017347711633285297,background
100.0,300.0,150.0,0.0,0.00265783983478688,background
100.0,300.0,250.0,0.0,0.007071532175705147,background
100.0,300.0,350.0,0.0,0.026980554398848014,background
100.0,300.0,450.0,0.18,0.06912163984760619,dyke_or_fault_zone
100.0,300.0,550.0,0.18,0.08891863325803699,dyke_or_fault_zone
100.0,300.0,650.0,0.18,0.09310307516979947,dyke_or_fault_zone
100.0,300.0,750.0,0.18,0.09367302439835412,dyke_or_fault_zone
100.0,300.0,850.0,0.18,0.09367302439835412,dyke_or_fault_zone
100.0,300.0,950.0,0.18,0.09310307516979947,dyke_or_fault_zone
100.0,300.0,1050.0,0.18,0.08891863325803699,dyke_or_fault_zone
100.0,300.0,1150.0,0.18,0.06912163984760619,dyke_or_fault_zone
100.0,300.0,1250.0,0.0,0.026980554398848007,background
100.0,300.0,1350.0,0.0,0.007071532175705147,background
100.0,300.0,1450.0,0.0,0.00267259983478688,background
100.0,400.0,50.0,0.0,0.0016053654328478729,background
100.0,400.0,150.0,0.0,0.002603718050816686,background
100.0,400.0,250.0,0.0,0.008386585955051781,background
100.0,400.0,350.0,0.0,0.035153483679841724,background
100.0,400.0,450.0,0.18,0.09131300201271389,dyke_or_fault_zone
100.0,400.0,550.0,0.18,0.11797629945749724,dyke_or_fault_zone
100.0,400.0,650.0,0.18,0.12354716468066121,dyke_or_fault_zone
100.0,400.0,750.0,0.18,0.12421896493879539,dyke_or_fault_zone
100.0,400.0,850.0,0.18,0.12421896493879539,dyke_or_fault_zone
100.0,400.0,950.0,0.18,0.12354716468066121,dyke_or_fault_zone
100.0,400.0,1050.0,0.18,0.11797629945749721,dyke_or_fault_zone
100.0,400.0,1150.0,0.18,0.09131300201271389,dyke_or_fault_zone
100.0,400.0,1250.0,0.0,0.035153483679841724,background
100.0,400.0,1350.0,0.0,0.008386585955051783,background
100.0,400.0,1450.0,0.0,0.002618478050816686,background
100.0,500.0,50.0,0.0,0.0014435535358139756,background
100.0,500.0,150.0,0.0,0.002270312985741584,background
100.0,500.0,250.0,0.0,0.006576470133038171,background
100.0,500.0,350.0,0.0,0.026609571169389543,background
100.0,500.0,450.0,0.18,0.06966142036980863,dyke_or_fault_zone
100.0,500.0,550.0,0.18,0.08960146035699908,dyke_or_fault_zone
100.0,500.0,650.0,0.18,0.09371718180350257,dyke_or_fault_zone
100.0,500.0,750.0,0.18,0.09425060898434498,dyke_or_fault_zone
100.0,500.0,850.0,0.18,0.09425060898434497,dyke_or_fault_zone
100.0,500.0,950.0,0.18,0.09371718180350257,dyke_or_fault_zone
100.0,500.0,1050.0,0.18,0.08960146035699908,dyke_or_fault_zone
100.0,500.0,1150.0,0.18,0.06966142036980863,dyke_or_fault_zone
100.0,500.0,1250.0,0.0,0.026609571169389543,background
100.0,500.0,1350.0,0.0,0.006576470133038172,background
100.0,500.0,1450.0,0.0,0.002285072985741584,background
100.0,600.0,50.0,0.0,0.0012378721435302846,background
100.0,600.0,150.0,0.0,0.0017062915602760462,background
100.0,600.0,250.0,0.0,0.0032261089611768873,background
100.0,600.0,350.0,0.0,0.010728289911814801,background
